agency_cd,site_no,datetime,Mean SSC (mg/l),Mean SSD (t/d),Mean Qw (cfs)
USGS,8358400,1/1/1957,0,0,0
USGS,8358400,1/2/1957,0,0,0
USGS,8358400,1/3/1957,0,0,0
USGS,8358400,1/4/1957,0,0,0
USGS,8358400,1/5/1957,0,0,0
USGS,8358400,1/6/1957,0,0,0
USGS,8358400,1/7/1957,0,0,0
USGS,8358400,1/8/1957,0,0,0
USGS,8358400,1/9/1957,0,0,0
USGS,8358400,1/10/1957,0,0,0
USGS,8358400,1/11/1957,0,0,0
USGS,8358400,1/12/1957,0,0,0
USGS,8358400,1/13/1957,0,0,0
USGS,8358400,1/14/1957,0,0,0
USGS,8358400,1/15/1957,0,0,0
USGS,8358400,1/16/1957,0,0,0
USGS,8358400,1/17/1957,0,0,0
USGS,8358400,1/18/1957,0,0,0
USGS,8358400,1/19/1957,0,0,0
USGS,8358400,1/20/1957,0,0,0
USGS,8358400,1/21/1957,0,0,0
USGS,8358400,1/22/1957,0,0,0
USGS,8358400,1/23/1957,0,0,0
USGS,8358400,1/24/1957,0,0,0
USGS,8358400,1/25/1957,0,0,0
USGS,8358400,1/26/1957,0,0,0
USGS,8358400,1/27/1957,0,0,0
USGS,8358400,1/28/1957,0,0,0
USGS,8358400,1/29/1957,0,0,0
USGS,8358400,1/30/1957,0,0,0
USGS,8358400,1/31/1957,0,0,0
USGS,8358400,2/1/1957,0,0,0
USGS,8358400,2/2/1957,0,0,0
USGS,8358400,2/3/1957,0,0,0
USGS,8358400,2/4/1957,0,0,0
USGS,8358400,2/5/1957,0,0,0
USGS,8358400,2/6/1957,0,0,0
USGS,8358400,2/7/1957,0,0,0
USGS,8358400,2/8/1957,0,0,0
USGS,8358400,2/9/1957,0,0,0
USGS,8358400,2/10/1957,0,0,0
USGS,8358400,2/11/1957,0,0,0
USGS,8358400,2/12/1957,0,0,0
USGS,8358400,2/13/1957,0,0,0
USGS,8358400,2/14/1957,0,0,0
USGS,8358400,2/15/1957,0,0,0
USGS,8358400,2/16/1957,0,0,0
USGS,8358400,2/17/1957,0,0,0
USGS,8358400,2/18/1957,0,0,0
USGS,8358400,2/19/1957,0,0,0
USGS,8358400,2/20/1957,0,0,0
USGS,8358400,2/21/1957,0,0,0
USGS,8358400,2/22/1957,0,0,0
USGS,8358400,2/23/1957,0,0,0
USGS,8358400,2/24/1957,0,0,0
USGS,8358400,2/25/1957,0,0,0
USGS,8358400,2/26/1957,0,0,0
USGS,8358400,2/27/1957,0,0,0
USGS,8358400,2/28/1957,0,0,0
USGS,8358400,3/1/1957,0,0,0
USGS,8358400,3/2/1957,0,0,0
USGS,8358400,3/3/1957,0,0,0
USGS,8358400,3/4/1957,0,0,0
USGS,8358400,3/5/1957,0,0,0
USGS,8358400,3/6/1957,0,0,0
USGS,8358400,3/7/1957,0,0,0
USGS,8358400,3/8/1957,0,0,0
USGS,8358400,3/9/1957,0,0,0
USGS,8358400,3/10/1957,0,0,0
USGS,8358400,3/11/1957,0,0,0
USGS,8358400,3/12/1957,0,0,0
USGS,8358400,3/13/1957,0,0,0
USGS,8358400,3/14/1957,0,0,0
USGS,8358400,3/15/1957,0,0,0
USGS,8358400,3/16/1957,0,0,0
USGS,8358400,3/17/1957,0,0,0
USGS,8358400,3/18/1957,0,0,0
USGS,8358400,3/19/1957,0,0,0
USGS,8358400,3/20/1957,0,0,0
USGS,8358400,3/21/1957,0,0,0
USGS,8358400,3/22/1957,0,0,0
USGS,8358400,3/23/1957,0,0,0
USGS,8358400,3/24/1957,0,0,0
USGS,8358400,3/25/1957,0,0,0
USGS,8358400,3/26/1957,0,0,0
USGS,8358400,3/27/1957,0,0,0
USGS,8358400,3/28/1957,0,0,0
USGS,8358400,3/29/1957,0,0,0
USGS,8358400,3/30/1957,0,0,0
USGS,8358400,3/31/1957,0,0,0
USGS,8358400,4/1/1957,0,0,0
USGS,8358400,4/2/1957,0,0,0
USGS,8358400,4/3/1957,0,0,0
USGS,8358400,4/4/1957,0,0,0
USGS,8358400,4/5/1957,0,0,0
USGS,8358400,4/6/1957,0,0,0
USGS,8358400,4/7/1957,0,0,0
USGS,8358400,4/8/1957,0,0,0
USGS,8358400,4/9/1957,0,0,0
USGS,8358400,4/10/1957,0,0,0
USGS,8358400,4/11/1957,0,0,0
USGS,8358400,4/12/1957,0,0,0
USGS,8358400,4/13/1957,0,0,0
USGS,8358400,4/14/1957,0,0,0
USGS,8358400,4/15/1957,0,0,0
USGS,8358400,4/16/1957,0,0,0
USGS,8358400,4/17/1957,0,0,0
USGS,8358400,4/18/1957,0,0,0
USGS,8358400,4/19/1957,0,0,0
USGS,8358400,4/20/1957,0,0,0
USGS,8358400,4/21/1957,0,0,0
USGS,8358400,4/22/1957,0,0,0
USGS,8358400,4/23/1957,0,0,0
USGS,8358400,4/24/1957,0,0,0
USGS,8358400,4/25/1957,0,0,0
USGS,8358400,4/26/1957,0,0,0
USGS,8358400,4/27/1957,0,0,0
USGS,8358400,4/28/1957,0,0,0
USGS,8358400,4/29/1957,0,0,0
USGS,8358400,4/30/1957,0,0,0
USGS,8358400,5/1/1957,0,0,0
USGS,8358400,5/2/1957,0,0,0
USGS,8358400,5/3/1957,0,0,0
USGS,8358400,5/4/1957,0,0,0
USGS,8358400,5/5/1957,0,0,0
USGS,8358400,5/6/1957,0,0,0
USGS,8358400,5/7/1957,0,0,0
USGS,8358400,5/8/1957,0,0,0
USGS,8358400,5/9/1957,0,0,0
USGS,8358400,5/10/1957,0,0,0
USGS,8358400,5/11/1957,4800,3090,145
USGS,8358400,5/12/1957,4250,12900,1180
USGS,8358400,5/13/1957,3250,13000,1480
USGS,8358400,5/14/1957,2700,9190,1260
USGS,8358400,5/15/1957,2900,14900,1900
USGS,8358400,5/16/1957,2780,16800,2240
USGS,8358400,5/17/1957,2390,12600,1960
USGS,8358400,5/18/1957,2090,9480,1680
USGS,8358400,5/19/1957,1980,7590,1420
USGS,8358400,5/20/1957,2100,7140,1260
USGS,8358400,5/21/1957,1910,7070,1370
USGS,8358400,5/22/1957,1890,7250,1420
USGS,8358400,5/23/1957,1850,6890,1380
USGS,8358400,5/24/1957,1920,7150,1380
USGS,8358400,5/25/1957,1690,6620,1450
USGS,8358400,5/26/1957,1500,5670,1400
USGS,8358400,5/27/1957,1520,5540,1350
USGS,8358400,5/28/1957,1450,5170,1320
USGS,8358400,5/29/1957,1860,6130,1220
USGS,8358400,5/30/1957,1640,4690,1060
USGS,8358400,5/31/1957,2070,5700,1020
USGS,8358400,6/1/1957,1910,5670,1100
USGS,8358400,6/2/1957,1820,6240,1270
USGS,8358400,6/3/1957,1850,7190,1440
USGS,8358400,6/4/1957,2080,10500,1870
USGS,8358400,6/5/1957,3050,19900,2420
USGS,8358400,6/6/1957,3760,23700,2330
USGS,8358400,6/7/1957,2570,15800,2270
USGS,8358400,6/8/1957,2120,13200,2300
USGS,8358400,6/9/1957,2000,13500,2500
USGS,8358400,6/10/1957,1970,14000,2640
USGS,8358400,6/11/1957,1900,14400,2800
USGS,8358400,6/12/1957,1820,14000,2850
USGS,8358400,6/13/1957,1850,13900,2790
USGS,8358400,6/14/1957,3550,26300,2740
USGS,8358400,6/15/1957,2990,20700,2560
USGS,8358400,6/16/1957,2030,12600,2300
USGS,8358400,6/17/1957,1900,10700,2080
USGS,8358400,6/18/1957,1790,10000,2070
USGS,8358400,6/19/1957,1930,11000,2110
USGS,8358400,6/20/1957,1700,8900,1940
USGS,8358400,6/21/1957,2920,13600,1720
USGS,8358400,6/22/1957,2950,13400,1680
USGS,8358400,6/23/1957,2110,9970,1750
USGS,8358400,6/24/1957,2010,10300,1900
USGS,8358400,6/25/1957,1980,10600,1980
USGS,8358400,6/26/1957,1720,8730,1880
USGS,8358400,6/27/1957,1750,8170,1730
USGS,8358400,6/28/1957,1310,5620,1590
USGS,8358400,6/29/1957,1750,7470,1580
USGS,8358400,6/30/1957,1700,8540,1860
USGS,8358400,7/1/1957,1630,7310,1660
USGS,8358400,7/2/1957,1500,7370,1820
USGS,8358400,7/3/1957,1700,10600,2320
USGS,8358400,7/4/1957,1350,8570,2350
USGS,8358400,7/5/1957,2900,18900,2410
USGS,8358400,7/6/1957,9290,74500,3000
USGS,8358400,7/7/1957,3800,32200,3140
USGS,8358400,7/8/1957,2600,21100,3000
USGS,8358400,7/9/1957,2300,18100,2920
USGS,8358400,7/10/1957,2100,15400,2720
USGS,8358400,7/11/1957,1800,12400,2560
USGS,8358400,7/12/1957,2500,17400,2580
USGS,8358400,7/13/1957,2100,14700,2590
USGS,8358400,7/14/1957,2150,15800,2720
USGS,8358400,7/15/1957,2650,20200,2820
USGS,8358400,7/16/1957,3150,23100,2720
USGS,8358400,7/17/1957,7000,47600,2520
USGS,8358400,7/18/1957,7850,46200,2180
USGS,8358400,7/19/1957,4300,23700,2040
USGS,8358400,7/20/1957,6750,40500,2220
USGS,8358400,7/21/1957,6000,34700,2140
USGS,8358400,7/22/1957,5200,35200,2510
USGS,8358400,7/23/1957,2900,17700,2260
USGS,8358400,7/24/1957,3250,17600,2000
USGS,8358400,7/25/1957,10600,62700,2210
USGS,8358400,7/26/1957,7400,46200,2310
USGS,8358400,7/27/1957,23200,212000,3410
USGS,8358400,7/28/1957,28300,375000,5010
USGS,8358400,7/29/1957,26300,455000,6420
USGS,8358400,7/30/1957,12900,123000,3450
USGS,8358400,7/31/1957,9490,64700,2550
USGS,8358400,8/1/1957,7750,67000,3200
USGS,8358400,8/2/1957,6750,72400,3970
USGS,8358400,8/3/1957,13400,150000,4190
USGS,8358400,8/4/1957,12800,160000,4660
USGS,8358400,8/5/1957,10300,130000,4730
USGS,8358400,8/6/1957,20700,249000,4500
USGS,8358400,8/7/1957,25000,384000,5810
USGS,8358400,8/8/1957,37900,754000,7240
USGS,8358400,8/9/1957,34300,668000,7100
USGS,8358400,8/10/1957,28400,279000,3720
USGS,8358400,8/11/1957,20800,172000,3100
USGS,8358400,8/12/1957,19000,164000,3240
USGS,8358400,8/13/1957,14400,95000,2460
USGS,8358400,8/14/1957,7800,45300,2150
USGS,8358400,8/15/1957,7400,45400,2270
USGS,8358400,8/16/1957,15400,118000,2870
USGS,8358400,8/17/1957,23300,186000,2990
USGS,8358400,8/18/1957,31600,255000,3050
USGS,8358400,8/19/1957,42600,530000,4210
USGS,8358400,8/20/1957,35900,419000,4080
USGS,8358400,8/21/1957,21600,124000,2140
USGS,8358400,8/22/1957,11800,46400,1470
USGS,8358400,8/23/1957,15200,61200,1510
USGS,8358400,8/24/1957,18100,81200,1680
USGS,8358400,8/25/1957,35000,325000,3140
USGS,8358400,8/26/1957,42000,557000,4880
USGS,8358400,8/27/1957,38400,395000,3630
USGS,8358400,8/28/1957,24500,156000,2410
USGS,8358400,8/29/1957,12600,63800,1890
USGS,8358400,8/30/1957,14000,64900,1730
USGS,8358400,8/31/1957,37300,440000,4290
USGS,8358400,9/1/1957,34500,628000,6640
USGS,8358400,9/2/1957,32200,566000,6540
USGS,8358400,9/3/1957,26800,302000,4040
USGS,8358400,9/4/1957,18500,109000,2200
USGS,8358400,9/5/1957,12600,62800,1860
USGS,8358400,9/6/1957,8180,39400,1800
USGS,8358400,9/7/1957,7700,33900,1630
USGS,8358400,9/8/1957,6600,25100,1410
USGS,8358400,9/9/1957,7000,24600,1300
USGS,8358400,9/10/1957,6000,18600,1150
USGS,8358400,9/11/1957,6000,16700,1030
USGS,8358400,9/12/1957,5500,14700,990
USGS,8358400,9/13/1957,5250,13200,930
USGS,8358400,9/14/1957,4800,10500,810
USGS,8358400,9/15/1957,4800,9720,750
USGS,8358400,9/16/1957,4300,8530,735
USGS,8358400,9/17/1957,4400,8430,710
USGS,8358400,9/18/1957,3900,6480,615
USGS,8358400,9/19/1957,3000,3580,442
USGS,8358400,9/20/1957,2500,2590,383
USGS,8358400,9/21/1957,3250,3780,431
USGS,8358400,9/22/1957,2400,2380,368
USGS,8358400,9/23/1957,2900,2650,338
USGS,8358400,9/24/1957,2300,1630,262
USGS,8358400,9/25/1957,2030,937,171
USGS,8358400,9/26/1957,1380,391,105
USGS,8358400,9/27/1957,1270,219,64
USGS,8358400,9/28/1957,580,63,40
USGS,8358400,9/29/1957,580,16,10
USGS,8358400,9/30/1957,210,2,3
USGS,8358400,10/1/1957,110,1,
USGS,8358400,10/2/1957,250,3,5
USGS,8358400,10/3/1957,200,1,2
USGS,8358400,10/4/1957,140,1,
USGS,8358400,10/5/1957,110,1,
USGS,8358400,10/6/1957,120,1,
USGS,8358400,10/7/1957,0,0,0
USGS,8358400,10/8/1957,400,18,17
USGS,8358400,10/9/1957,240,1,2
USGS,8358400,10/10/1957,0,0,0
USGS,8358400,10/11/1957,140,1,
USGS,8358400,10/12/1957,8910,27300,280
USGS,8358400,10/13/1957,21500,92600,1610
USGS,8358400,10/14/1957,31500,181000,2100
USGS,8358400,10/15/1957,31800,110000,1300
USGS,8358400,10/16/1957,20000,38800,725
USGS,8358400,10/17/1957,11300,13200,437
USGS,8358400,10/18/1957,14600,15600,398
USGS,8358400,10/19/1957,7100,6610,345
USGS,8358400,10/20/1957,24300,95100,1030
USGS,8358400,10/21/1957,44100,653000,5450
USGS,8358400,10/22/1957,48200,966000,7370
USGS,8358400,10/23/1957,60300,762000,4690
USGS,8358400,10/24/1957,38500,355000,3360
USGS,8358400,10/25/1957,25900,175000,2550
USGS,8358400,10/26/1957,16200,89900,2080
USGS,8358400,10/27/1957,11100,41900,1410
USGS,8358400,10/28/1957,14600,38200,975
USGS,8358400,10/29/1957,9190,19400,791
USGS,8358400,10/30/1957,7000,10900,575
USGS,8358400,10/31/1957,4800,6480,500
USGS,8358400,11/1/1957,4600,6510,524
USGS,8358400,11/2/1957,10100,33700,968
USGS,8358400,11/3/1957,14500,80100,2060
USGS,8358400,11/4/1957,13400,81900,2280
USGS,8358400,11/5/1957,11900,70700,2220
USGS,8358400,11/6/1957,37200,44700,3770
USGS,8358400,11/7/1957,27400,271000,3730
USGS,8358400,11/8/1957,23700,238000,3750
USGS,8358400,11/9/1957,17100,162000,3550
USGS,8358400,11/10/1957,13900,114000,3060
USGS,8358400,11/11/1957,12300,97200,2950
USGS,8358400,11/12/1957,11600,84800,2730
USGS,8358400,11/13/1957,10600,71200,2510
USGS,8358400,11/14/1957,8080,43600,2020
USGS,8358400,11/15/1957,7400,32600,1630
USGS,8358400,11/16/1957,9290,37300,1500
USGS,8358400,11/17/1957,8180,32000,1480
USGS,8358400,11/18/1957,8380,35400,1580
USGS,8358400,11/19/1957,8180,33900,1550
USGS,8358400,11/20/1957,14100,60500,1600
USGS,8358400,11/21/1957,16100,63500,1480
USGS,8358400,11/22/1957,7600,28300,1380
USGS,8358400,11/23/1957,6500,23200,1320
USGS,8358400,11/24/1957,5400,17200,1180
USGS,8358400,11/25/1957,4500,12800,1050
USGS,8358400,11/26/1957,4000,10600,984
USGS,8358400,11/27/1957,5750,16100,1040
USGS,8358400,11/28/1957,5600,16600,1100
USGS,8358400,11/29/1957,7500,23100,1140
USGS,8358400,11/30/1957,7400,23000,1150
USGS,8358400,12/1/1957,6450,19700,1130
USGS,8358400,12/2/1957,6600,20500,1150
USGS,8358400,12/3/1957,5700,16000,1040
USGS,8358400,12/4/1957,5050,13800,1010
USGS,8358400,12/5/1957,4800,13200,1020
USGS,8358400,12/6/1957,4750,13100,1020
USGS,8358400,12/7/1957,3250,8700,992
USGS,8358400,12/8/1957,4450,12500,1040
USGS,8358400,12/9/1957,5100,14600,1060
USGS,8358400,12/10/1957,6700,18800,1040
USGS,8358400,12/11/1957,5800,16000,1020
USGS,8358400,12/12/1957,5650,16800,1100
USGS,8358400,12/13/1957,5900,17700,1110
USGS,8358400,12/14/1957,6100,17500,1060
USGS,8358400,12/15/1957,5450,15200,1030
USGS,8358400,12/16/1957,5200,14000,992
USGS,8358400,12/17/1957,5200,14200,1010
USGS,8358400,12/18/1957,5500,14600,984
USGS,8358400,12/19/1957,4500,11700,960
USGS,8358400,12/20/1957,4400,11200,944
USGS,8358400,12/21/1957,5200,14300,1020
USGS,8358400,12/22/1957,5400,15000,1010
USGS,8358400,12/23/1957,4850,13100,1000
USGS,8358400,12/24/1957,4250,10700,936
USGS,8358400,12/25/1957,4800,12900,992
USGS,8358400,12/26/1957,4850,13000,992
USGS,8358400,12/27/1957,5200,13700,976
USGS,8358400,12/28/1957,4800,13100,1010
USGS,8358400,12/29/1957,4500,11000,944
USGS,8358400,12/30/1957,4000,9610,890
USGS,8358400,12/31/1957,3500,8100,860
USGS,8358400,1/1/1958,4000,9370,868
USGS,8358400,1/2/1958,4300,11000,944
USGS,8358400,1/3/1958,3600,8940,920
USGS,8358400,1/4/1958,4000,10000,928
USGS,8358400,1/5/1958,5100,12400,898
USGS,8358400,1/6/1958,5100,11400,831
USGS,8358400,1/7/1958,4100,9200,831
USGS,8358400,1/8/1958,6450,14700,845
USGS,8358400,1/9/1958,5500,12700,852
USGS,8358400,1/10/1958,4300,9570,824
USGS,8358400,1/11/1958,3550,8100,845
USGS,8358400,1/12/1958,3600,8100,831
USGS,8358400,1/13/1958,3860,8220,789
USGS,8358400,1/14/1958,4200,9000,796
USGS,8358400,1/15/1958,4750,10100,789
USGS,8358400,1/16/1958,4600,9700,782
USGS,8358400,1/17/1958,4370,8750,742
USGS,8358400,1/18/1958,5000,10000,762
USGS,8358400,1/19/1958,5730,12300,796
USGS,8358400,1/20/1958,4800,11000,868
USGS,8358400,1/21/1958,3840,9460,912
USGS,8358400,1/22/1958,3800,9300,905
USGS,8358400,1/23/1958,3780,9080,890
USGS,8358400,1/24/1958,3800,7800,762
USGS,8358400,1/25/1958,3960,7530,704
USGS,8358400,1/26/1958,4600,8700,698
USGS,8358400,1/27/1958,5370,11500,796
USGS,8358400,1/28/1958,4600,10000,845
USGS,8358400,1/29/1958,3850,8420,810
USGS,8358400,1/30/1958,3600,7700,789
USGS,8358400,1/31/1958,3550,7360,768
USGS,8358400,2/1/1958,3500,6800,723
USGS,8358400,2/2/1958,3530,6890,723
USGS,8358400,2/3/1958,3600,7400,762
USGS,8358400,2/4/1958,3720,7710,768
USGS,8358400,2/5/1958,3880,7770,742
USGS,8358400,2/6/1958,4520,9060,742
USGS,8358400,2/7/1958,4500,9300,762
USGS,8358400,2/8/1958,4570,9560,775
USGS,8358400,2/9/1958,4310,9180,789
USGS,8358400,2/10/1958,4500,9600,789
USGS,8358400,2/11/1958,4660,9660,768
USGS,8358400,2/12/1958,4030,8360,768
USGS,8358400,2/13/1958,4800,10600,817
USGS,8358400,2/14/1958,7600,17600,860
USGS,8358400,2/15/1958,6500,16000,890
USGS,8358400,2/16/1958,6000,15000,928
USGS,8358400,2/17/1958,4950,11000,824
USGS,8358400,2/18/1958,4800,10000,796
USGS,8358400,2/19/1958,4500,9420,775
USGS,8358400,2/20/1958,4500,9800,810
USGS,8358400,2/21/1958,14800,43700,1100
USGS,8358400,2/22/1958,20800,74500,1340
USGS,8358400,2/23/1958,18200,67000,1380
USGS,8358400,2/24/1958,15900,69100,1630
USGS,8358400,2/25/1958,14100,66000,1740
USGS,8358400,2/26/1958,14600,63400,1620
USGS,8358400,2/27/1958,14100,61000,1620
USGS,8358400,2/28/1958,12600,54000,1600
USGS,8358400,3/1/1958,14100,59000,1570
USGS,8358400,3/2/1958,12100,42000,1300
USGS,8358400,3/3/1958,8890,25700,1080
USGS,8358400,3/4/1958,4300,10700,920
USGS,8358400,3/5/1958,5000,13000,968
USGS,8358400,3/6/1958,4800,12600,976
USGS,8358400,3/7/1958,5000,14200,1050
USGS,8358400,3/8/1958,4600,12000,960
USGS,8358400,3/9/1958,7200,24100,1240
USGS,8358400,3/10/1958,5100,16500,1200
USGS,8358400,3/11/1958,3900,11000,1080
USGS,8358400,3/12/1958,4400,13800,1160
USGS,8358400,3/13/1958,4100,13100,1180
USGS,8358400,3/14/1958,3600,11100,1140
USGS,8358400,3/15/1958,3400,8900,968
USGS,8358400,3/16/1958,3200,8200,952
USGS,8358400,3/17/1958,3100,7830,936
USGS,8358400,3/18/1958,3500,8920,944
USGS,8358400,3/19/1958,4000,10000,960
USGS,8358400,3/20/1958,4600,12500,1010
USGS,8358400,3/21/1958,5200,15600,1110
USGS,8358400,3/22/1958,5700,18000,1140
USGS,8358400,3/23/1958,6300,19000,1110
USGS,8358400,3/24/1958,11200,41700,1390
USGS,8358400,3/25/1958,14700,68200,1730
USGS,8358400,3/26/1958,14700,70200,1780
USGS,8358400,3/27/1958,11500,45200,1470
USGS,8358400,3/28/1958,9900,34000,1300
USGS,8358400,3/29/1958,8990,28800,1200
USGS,8358400,3/30/1958,7500,25100,1240
USGS,8358400,3/31/1958,6500,23900,1360
USGS,8358400,4/1/1958,4400,12000,1010
USGS,8358400,4/2/1958,3550,7590,792
USGS,8358400,4/3/1958,3500,7800,824
USGS,8358400,4/4/1958,6850,27900,1510
USGS,8358400,4/5/1958,9190,45000,1840
USGS,8358400,4/6/1958,8380,42000,1870
USGS,8358400,4/7/1958,6400,30600,1770
USGS,8358400,4/8/1958,5000,16000,1170
USGS,8358400,4/9/1958,6600,23000,1290
USGS,8358400,4/10/1958,6200,24800,1480
USGS,8358400,4/11/1958,8280,37000,1670
USGS,8358400,4/12/1958,11500,64900,2110
USGS,8358400,4/13/1958,12100,79100,2440
USGS,8358400,4/14/1958,11700,81700,2610
USGS,8358400,4/15/1958,8690,48000,2060
USGS,8358400,4/16/1958,8690,52900,2280
USGS,8358400,4/17/1958,13200,106000,3010
USGS,8358400,4/18/1958,15200,140000,3570
USGS,8358400,4/19/1958,12700,121000,3550
USGS,8358400,4/20/1958,11100,120000,3900
USGS,8358400,4/21/1958,13100,150000,4330
USGS,8358400,4/22/1958,14000,182000,4840
USGS,8358400,4/23/1958,12900,183000,5290
USGS,8358400,4/24/1958,11800,182000,5750
USGS,8358400,4/25/1958,11600,190000,6110
USGS,8358400,4/26/1958,12000,203000,6330
USGS,8358400,4/27/1958,12100,186000,5730
USGS,8358400,4/28/1958,11100,180000,6060
USGS,8358400,4/29/1958,9700,177000,6840
USGS,8358400,4/30/1958,10600,193000,6800
USGS,8358400,5/1/1958,9600,159000,6190
USGS,8358400,5/2/1958,9700,140000,5410
USGS,8358400,5/3/1958,10500,151000,5380
USGS,8358400,5/4/1958,11100,160000,5550
USGS,8358400,5/5/1958,10100,150000,5680
USGS,8358400,5/6/1958,9490,144000,5680
USGS,8358400,5/7/1958,10000,154000,5770
USGS,8358400,5/8/1958,11100,180000,6060
USGS,8358400,5/9/1958,11300,182000,6020
USGS,8358400,5/10/1958,11400,185000,6070
USGS,8358400,5/11/1958,12500,207000,6190
USGS,8358400,5/12/1958,10700,182000,6370
USGS,8358400,5/13/1958,11100,199000,6700
USGS,8358400,5/14/1958,10100,192000,7120
USGS,8358400,5/15/1958,9800,191000,7300
USGS,8358400,5/16/1958,9650,195000,7570
USGS,8358400,5/17/1958,8840,180000,7640
USGS,8358400,5/18/1958,8180,175000,8010
USGS,8358400,5/19/1958,7800,170000,8060
USGS,8358400,5/20/1958,8280,173000,7810
USGS,8358400,5/21/1958,7800,166000,7860
USGS,8358400,5/22/1958,8080,170000,7860
USGS,8358400,5/23/1958,7500,159000,7830
USGS,8358400,5/24/1958,6700,147000,8100
USGS,8358400,5/25/1958,6700,148000,8190
USGS,8358400,5/26/1958,7000,160000,8260
USGS,8358400,5/27/1958,7100,164000,8570
USGS,8358400,5/28/1958,6650,154000,8600
USGS,8358400,5/29/1958,6450,150000,8630
USGS,8358400,5/30/1958,6450,156000,8930
USGS,8358400,5/31/1958,7200,170000,8740
USGS,8358400,6/1/1958,7250,148000,7560
USGS,8358400,6/2/1958,7800,197000,9340
USGS,8358400,6/3/1958,5600,138000,9130
USGS,8358400,6/4/1958,4800,107000,8220
USGS,8358400,6/5/1958,5200,104000,7380
USGS,8358400,6/6/1958,5200,97000,6910
USGS,8358400,6/7/1958,6850,119000,6440
USGS,8358400,6/8/1958,6700,94600,5230
USGS,8358400,6/9/1958,5800,66000,4220
USGS,8358400,6/10/1958,4350,49600,4220
USGS,8358400,6/11/1958,4900,59000,4460
USGS,8358400,6/12/1958,4100,50300,4540
USGS,8358400,6/13/1958,3950,43000,4050
USGS,8358400,6/14/1958,4300,41900,3610
USGS,8358400,6/15/1958,3800,35000,3420
USGS,8358400,6/16/1958,3650,36900,3740
USGS,8358400,6/17/1958,3600,32000,3300
USGS,8358400,6/18/1958,3000,26600,3280
USGS,8358400,6/19/1958,3700,37000,3700
USGS,8358400,6/20/1958,4500,47000,3830
USGS,8358400,6/21/1958,4200,43900,3870
USGS,8358400,6/22/1958,3500,35900,3800
USGS,8358400,6/23/1958,3200,35400,4100
USGS,8358400,6/24/1958,2700,27800,3820
USGS,8358400,6/25/1958,2600,12800,1830
USGS,8358400,6/26/1958,2500,6260,928
USGS,8358400,6/27/1958,5200,30000,2020
USGS,8358400,6/28/1958,2600,19600,2790
USGS,8358400,6/29/1958,1800,5830,1200
USGS,8358400,6/30/1958,1300,3200,920
USGS,8358400,7/1/1958,1140,3290,1070
USGS,8358400,7/2/1958,847,2100,920
USGS,8358400,7/3/1958,1470,2840,715
USGS,8358400,7/4/1958,1070,1640,568
USGS,8358400,7/5/1958,960,1200,469
USGS,8358400,7/6/1958,865,1010,433
USGS,8358400,7/7/1958,501,491,363
USGS,8358400,7/8/1958,145,16,40
USGS,8358400,7/9/1958,104,4,15
USGS,8358400,7/10/1958,100,1,4
USGS,8358400,7/11/1958,90,1,
USGS,8358400,7/12/1958,0,0,0
USGS,8358400,7/13/1958,0,0,0
USGS,8358400,7/14/1958,0,0,0
USGS,8358400,7/15/1958,0,0,0
USGS,8358400,7/16/1958,0,0,0
USGS,8358400,7/17/1958,0,0,0
USGS,8358400,7/18/1958,0,0,0
USGS,8358400,7/19/1958,0,0,0
USGS,8358400,7/20/1958,0,0,0
USGS,8358400,7/21/1958,0,0,0
USGS,8358400,7/22/1958,0,0,0
USGS,8358400,7/23/1958,0,0,0
USGS,8358400,7/24/1958,0,0,0
USGS,8358400,7/25/1958,0,0,0
USGS,8358400,7/26/1958,0,0,0
USGS,8358400,7/27/1958,0,0,0
USGS,8358400,7/28/1958,0,0,0
USGS,8358400,7/29/1958,0,0,0
USGS,8358400,7/30/1958,0,0,0
USGS,8358400,7/31/1958,0,0,0
USGS,8358400,8/1/1958,0,0,0
USGS,8358400,8/2/1958,0,0,0
USGS,8358400,8/3/1958,0,0,0
USGS,8358400,8/4/1958,0,0,0
USGS,8358400,8/5/1958,0,0,0
USGS,8358400,8/6/1958,0,0,0
USGS,8358400,8/7/1958,0,0,0
USGS,8358400,8/8/1958,0,0,0
USGS,8358400,8/9/1958,0,0,0
USGS,8358400,8/10/1958,0,0,0
USGS,8358400,8/11/1958,0,0,0
USGS,8358400,8/12/1958,0,0,0
USGS,8358400,8/13/1958,0,0,0
USGS,8358400,8/14/1958,0,0,0
USGS,8358400,8/15/1958,0,0,0
USGS,8358400,8/16/1958,0,0,0
USGS,8358400,8/17/1958,0,0,0
USGS,8358400,8/18/1958,0,0,0
USGS,8358400,8/19/1958,0,0,0
USGS,8358400,8/20/1958,0,0,0
USGS,8358400,8/21/1958,0,0,0
USGS,8358400,8/22/1958,0,0,0
USGS,8358400,8/23/1958,0,0,0
USGS,8358400,8/24/1958,45300,37000,208
USGS,8358400,8/25/1958,58200,14000,92
USGS,8358400,8/26/1958,51400,4750,34
USGS,8358400,8/27/1958,30600,1300,8
USGS,8358400,8/28/1958,0,0,0
USGS,8358400,8/29/1958,0,0,0
USGS,8358400,8/30/1958,0,0,0
USGS,8358400,8/31/1958,0,0,0
USGS,8358400,9/1/1958,0,0,0
USGS,8358400,9/2/1958,0,0,0
USGS,8358400,9/3/1958,0,0,0
